bhk,propertytype,location,sqft,pricepersqft,totalprice
2,Flat,Howrah,846,4615,4300000
2,Flat,Howrah,530,3812,1200000
3,Flat,Howrah,1100,6500,5000000
3,Flat,Howrah,850,4264,2800000
3,Flat,Howrah,1080,4667,3500000
2,Flat,Howrah,500,3200,2000000
2,Flat,Howrah,375,3538,850000
3,Flat,Howrah,1300,4322,6000000
2,Flat,Howrah,892,4502,3400000
3,Flat,Howrah,1000,3322,6500000
3,Flat,Howrah,1325,5108,5650000
2,Flat,Howrah,675,2778,3150000
2,Flat,Howrah,500,8729,1600000
2,Flat,Howrah,650,6807,2300000
3,Flat,Howrah,944,2609,5100000
2,Flat,Howrah,1155,8477,5200000
2,Flat,Howrah,800,5215,2900000
2,Flat,Howrah,651,4000,4500000
3,House,Howrah,1200,1849,5000000
3,Flat,Howrah,1350,4401,12500000
3,Flat,Howrah,1616,5941,11000000
3,House,Howrah,1150,4667,3000000
2,Flat,Howrah,755,3333,6400000
3,Flat,Howrah,1630,3500,8500000
2,Flat,Howrah,700,7692,3500000
2,Flat,Howrah,659,3338,1400000
2,Flat,Howrah,900,4200,5000000
2,Flat,Howrah,1010,2727,6000000
2,Flat,Howrah,630,3071,3500000
3,Flat,Howrah,900,5562,4000000
2,Flat,Howrah,800,4808,2800000
2,House,Howrah,1040,5755,8000000
2,Flat,Howrah,570,7729,2300000
2,Flat,Howrah,630,2346,2650000
2,Flat,Howrah,1100,2434,3000000
2,Flat,Howrah,552,5241,1950000
3,Flat,Howrah,1600,3456,8900000
2,Flat,Howrah,483,4897,2500000
3,Flat,Howrah,1330,6081,10100000
2,Flat,Howrah,841,4717,6500000
3,House,Howrah,2344,3636,5500000
3,Flat,Howrah,856,3497,3150000
2,Flat,Howrah,735,5340,5000000
2,Flat,Howrah,1302,2475,4500000
2,Flat,Howrah,1021,15000,5000000
2,Flat,Howrah,600,7954,4500000
3,Flat,Howrah,848,3519,4000000
3,Flat,Howrah,1100,6667,4000000
2,Flat,Howrah,672,7081,2350000
2,Flat,Howrah,1161,4241,6200000
2,Flat,Howrah,889,3213,2200000
2,House,Howrah,1500,3733,22500000
3,Flat,Howrah,1119,3309,8900000
3,House,Howrah,1080,4091,3800000
3,Flat,Howrah,1115,2727,6000000
3,Flat,Howrah,1050,10000,7000000
2,Flat,Howrah,918,4118,6500000
3,House,Howrah,2240,4153,9500000
3,Flat,Howrah,1000,3654,4000000
3,Flat,Howrah,1500,3200,5600000
2,Flat,Howrah,621,3252,2700000
3,House,Howrah,1000,4750,4500000
3,Flat,Howrah,1100,11485,3000000
3,Flat,Howrah,1350,3000,14500000
2,Flat,Howrah,750,4615,3500000
2,Flat,Howrah,915,1852,3800000
2,Flat,Howrah,739,4286,2700000
3,Flat,Howrah,1147,2687,4170000
2,Flat,Howrah,615,3346,2000000
3,Flat,Howrah,980,6553,5700000
3,Flat,Howrah,588,3797,7500000
2,Flat,Howrah,640,4496,2400000
2,Flat,Howrah,650,3600,3000000
2,Flat,Howrah,864,3406,1600000
3,Flat,Howrah,1100,5769,6000000
2,Flat,Howrah,600,4352,3500000
2,Flat,Howrah,824,4174,2700000
2,Flat,Howrah,792,3895,2650000
3,House,Howrah,1300,3088,4000000
3,Flat,Howrah,1000,2471,10000000
3,Flat,Howrah,1320,4857,5000000
3,Flat,Howrah,1150,2800,7500000
2,Flat,Howrah,1170,5429,5260000
2,Flat,Howrah,630,5031,2700000
2,Flat,Howrah,763,2143,5090000
2,Flat,Howrah,1468,2455,5000000
3,Flat,Howrah,950,2807,7500000
3,Flat,Howrah,793,10959,4600000
3,Flat,Howrah,1102,3059,4600000
2,Flat,Howrah,747,4222,3700000
2,Flat,Howrah,550,4701,2100000
2,Flat,Howrah,740,5385,2100000
3,Flat,Howrah,1256,2585,6100000
3,House,Howrah,1000,6429,2800000
3,Flat,Howrah,1750,1914,9500000
2,Flat,Howrah,667,3095,4000000
2,Flat,Howrah,650,3056,1500000
2,Flat,Howrah,1100,2500,2700000
2,Flat,Howrah,855,1917,2400000
3,Flat,Howrah,1460,3279,16000000
2,Flat,Howrah,850,4274,2600000
3,Flat,Howrah,900,2344,3800000
3,Flat,Howrah,1172,4054,8000000
3,Flat,Hyderabad,1475,5593,8250000
3,Flat,Hyderabad,1600,4500,7200000
3,Flat,Hyderabad,1560,2799,4370000
3,Flat,Hyderabad,1707,5483,9360000
2,Flat,Hyderabad,1150,4350,5000000
3,Flat,Hyderabad,2602,7879,20500000
3,Flat,Hyderabad,2086,6305,13100000
3,Flat,Hyderabad,1681,7993,13400000
3,Flat,Hyderabad,1916,5400,10300000
3,Flat,Hyderabad,2630,7376,19400000
3,Flat,Hyderabad,1750,5486,9600000
3,Flat,Hyderabad,2810,8624,24200000
3,Flat,Hyderabad,2433,7069,17200000
3,Flat,Hyderabad,2405,8500,20400000
3,Flat,Hyderabad,2050,7399,15100000
3,Flat,Hyderabad,1965,13976,27400000
3,Flat,Hyderabad,1649,6699,11000000
3,Flat,Hyderabad,1515,4600,6970000
3,Flat,Hyderabad,2222,13799,30600000
2,Flat,Hyderabad,1210,5608,6790000
3,Flat,Hyderabad,2640,11528,30400000
3,Flat,Hyderabad,2640,11528,30400000
3,Flat,Hyderabad,1800,4399,7920000
3,Flat,Hyderabad,1898,7165,13600000
3,Flat,Hyderabad,2080,8000,16600000
3,Flat,Hyderabad,2660,10652,28300000
3,Flat,Hyderabad,1965,8549,16700000
3,Flat,Hyderabad,1674,6999,11700000
3,Villa,Hyderabad,3192,9000,28700000
3,Flat,Hyderabad,1860,10645,19800000
3,Flat,Hyderabad,5235,11000,57500000
3,Flat,Hyderabad,2124,10507,22300000
3,Flat,Hyderabad,1839,7682,14100000
3,Flat,Hyderabad,2660,10652,28300000
3,Flat,Hyderabad,2190,10507,23000000
3,Flat,Hyderabad,2433,7069,17200000
3,Flat,Hyderabad,1400,4500,6300000
3,Flat,Hyderabad,1930,7199,13799999
3,Flat,Hyderabad,2865,7499,21400000
3,Flat,Hyderabad,2080,7999,16600000
3,Flat,Hyderabad,1650,5999,9900000
3,Flat,Hyderabad,2205,7100,15600000
3,Flat,Hyderabad,2260,7257,16399999
3,Flat,Hyderabad,1860,9103,16900000
3,Flat,Hyderabad,2640,10985,29000000
3,Flat,Hyderabad,1950,5853,11399999
2,Flat,Hyderabad,1220,5000,6100000
2,Flat,Hyderabad,1200,5606,6730000
3,Flat,Hyderabad,2075,7819,16200000
3,Flat,Hyderabad,2004,8568,17100000
3,Flat,Hyderabad,4190,7200,30099999
3,Flat,Hyderabad,2430,8017,19400000
3,Flat,Hyderabad,2400,6699,16000000
2,Flat,Hyderabad,1265,5543,7009999
3,Flat,Hyderabad,1995,8590,17100000
3,Flat,Hyderabad,1635,5999,9810000
3,Flat,Hyderabad,1775,6000,10600000
3,Flat,Hyderabad,1725,7652,13200000
2,Flat,Hyderabad,1075,9999,10700000
3,Flat,Hyderabad,1495,5999,8970000
3,Flat,Hyderabad,2140,7500,16000000
3,Flat,Hyderabad,1675,4900,8209999
3,Flat,Hyderabad,2035,5946,12100000
2,Flat,Hyderabad,1190,7000,8330000
3,Flat,Hyderabad,1935,7399,14300000
3,Flat,Hyderabad,1840,9761,17900000
2,Flat,Hyderabad,1135,4800,5450000
3,Villa,Hyderabad,2702,6000,16200000
3,Flat,Hyderabad,3040,9572,29100000
3,Flat,Hyderabad,2088,7375,15400000
3,Flat,Hyderabad,1850,5999,11000000
3,Villa,Hyderabad,2400,7746,18500000
3,Flat,Hyderabad,1697,5600,9500000
3,Flat,Hyderabad,1700,8999,15200000
3,Flat,Hyderabad,1566,6499,17800000
3,Flat,Hyderabad,2310,8699,15000000
3,Flat,Hyderabad,1765,7500,15300000
3,Flat,Hyderabad,2700,6700,20200000
3,Flat,Hyderabad,2240,5050,15000000
2,Flat,Hyderabad,1148,12165,5800000
3,Flat,Hyderabad,2277,6500,27700000
3,Flat,Hyderabad,1660,4818,10700000
2,Flat,Hyderabad,895,5399,4310000
2,Flat,Hyderabad,910,7849,4910000
3,Flat,Hyderabad,2520,7899,19700000
3,Flat,Hyderabad,1261,9499,18800000
3,Flat,Hyderabad,1500,5300,14200000
3,Flat,Hyderabad,1449,4999,7680000
3,Flat,Hyderabad,1855,9688,9270000
3,Flat,Hyderabad,1198,6693,18600000
3,Flat,Hyderabad,1240,10199,10100000
3,Flat,Hyderabad,2765,11741,28200000
3,Flat,Hyderabad,1369,13636,26500000
2,Flat,Hyderabad,1430,5718,19500000
3,Flat,Hyderabad,1543,6800,8820000
2,Flat,Hyderabad,1245,5500,8470000
2,Flat,Hyderabad,1380,11512,7590000
3,Flat,Hyderabad,2101,5500,24100000
3,Flat,Hyderabad,1775,6344,9760000
2,Flat,Hyderabad,1010,10719,7930000
3,Flat,Hyderabad,1390,7767,14800000
3,Flat,Hyderabad,1500,9999,11600000
3,Flat,Hyderabad,1450,5332,14400000
3,Flat,Hyderabad,2063,7099,11000000
3,Flat,Hyderabad,2140,6200,15100000
2,Flat,Hyderabad,1100,5200,8059999
3,Flat,Hyderabad,1400,6499,7280000
3,Flat,Hyderabad,1385,8777,10200000
3,Flat,Hyderabad,1766,13933,15500000
3,Flat,Hyderabad,2225,6500,31000000
2,Flat,Hyderabad,1100,12614,8130000
3,Flat,Hyderabad,1287,6750,25000000
3,Flat,Hyderabad,1595,7924,10700000
3,Flat,Hyderabad,1525,4500,19200000
3,Flat,Hyderabad,1412,5799,6350000
2,Flat,Hyderabad,863,4600,6670000
3,Flat,Hyderabad,1490,5000,6850000
3,Flat,Hyderabad,2032,7494,10100000
3,Flat,Hyderabad,1988,6750,14800000
3,Flat,Hyderabad,2139,9333,14400000
3,Flat,Hyderabad,2140,6599,20000000
2,Flat,Hyderabad,901,9446,7930000
3,Flat,Hyderabad,1374,5847,20200000
2,Flat,Hyderabad,832,6465,7800000
2,Flat,Hyderabad,800,6200,6110000
3,Flat,Hyderabad,1245,4699,9650000
2,Flat,Hyderabad,859,3200,5030000
2,Flat,Hyderabad,980,5999,3760000
3,Flat,Hyderabad,1252,8898,10000000
3,Flat,Hyderabad,1652,5499,14700000
3,Flat,Hyderabad,1420,10836,7809999
3,Flat,Hyderabad,1495,4500,16200000
3,Flat,Hyderabad,1200,11299,7559999
3,Flat,Hyderabad,1294,9901,24000000
3,Flat,Hyderabad,3490,12800,34500000
3,Flat,Hyderabad,2050,4474,30000000
3,Flat,Hyderabad,1140,6800,8500000
3,Flat,Hyderabad,1400,7927,5320000
3,Flat,Hyderabad,1531,5777,10400000
3,Flat,Hyderabad,1699,9300,18700000
2,Flat,Hyderabad,880,11700,6360000
3,Flat,Hyderabad,1140,7212,13500000
3,Flat,Hyderabad,3067,10601,35800000
2,Flat,Hyderabad,800,10228,9000000
3,Flat,Hyderabad,1915,5799,20299999
3,Flat,Hyderabad,1383,7000,22000000
3,Flat,Hyderabad,2050,6701,11800000
3,Flat,Hyderabad,2049,7069,14300000
2,Flat,Hyderabad,1325,7514,8880000
3,Flat,Hyderabad,2433,6300,17200000
3,Flat,Hyderabad,1983,5499,14900000
3,Flat,Hyderabad,1397,7430,8800000
2,Flat,Hyderabad,1415,8322,7780000
3,Flat,Hyderabad,3260,7899,24200000
2,Flat,Hyderabad,1027,7830,10900000
3,Flat,Hyderabad,1967,7820,22100000
3,Flat,Hyderabad,2430,3817,19000000
3,Flat,Hyderabad,2040,7000,15900000
2,Flat,Hyderabad,1089,9103,4600000
3,Flat,Hyderabad,1305,5411,12100000
2,Flat,Hyderabad,1237,9500,11200000
3,Flat,Hyderabad,1700,11369,10200000
3,Flat,Hyderabad,2960,6773,28100000
3,Flat,Hyderabad,1510,8974,20700000
3,Villa,Hyderabad,2008,12055,13600000
3,Flat,Hyderabad,2340,6999,21000000
3,Flat,Hyderabad,1220,11098,21000000
2,Flat,Hyderabad,1251,13502,8760000
3,Flat,Hyderabad,1612,9350,19000000
3,Flat,Hyderabad,2300,5417,32200000
3,Flat,Hyderabad,1564,11176,20099999
2,Flat,Hyderabad,1200,9649,6500000
3,Flat,Hyderabad,1675,7325,19000000
3,Flat,Hyderabad,1710,5205,16500000
2,Flat,Hyderabad,1000,20062,9200000
2,Flat,Hyderabad,999,9730,5200000
3,Villa,Hyderabad,3240,8900,65000000
3,Villa,Hyderabad,1850,6413,18000000
3,Flat,Hyderabad,2045,5519,18200000
2,Flat,Hyderabad,1050,12632,5900000
2,Flat,Hyderabad,842,11154,5400000
3,Flat,Hyderabad,1540,6309,8500000
2,Flat,Hyderabad,1045,9444,4870000
2,Flat,Hyderabad,950,5534,12000000
3,Flat,Hyderabad,1283,12483,20000000
3,Flat,Hyderabad,2457,6818,15500000
3,Villa,Hyderabad,1220,4895,8500000
3,Flat,Hyderabad,1150,6000,8000000
2,Flat,Hyderabad,1012,11940,7000000
3,Flat,Hyderabad,1610,9722,27900000
2,Flat,Hyderabad,1000,4987,7500000
2,Flat,Hyderabad,956,11314,4680000
2,Flat,Hyderabad,1250,5299,7500000
3,Flat,Hyderabad,2680,17500,32000000
2,Flat,Hyderabad,1440,10000,14000000
2,Flat,Hyderabad,1030,17818,5900000
3,Flat,Hyderabad,2600,10000,39000000
3,Flat,Hyderabad,1926,5396,10900000
3,Flat,Hyderabad,2049,9247,24000000
3,Flat,Hyderabad,1375,9524,34300000
3,Flat,Hyderabad,2175,11682,21700000
3,Flat,Hyderabad,1750,7624,49000000
3,Flat,Hyderabad,1356,5312,20700000
2,Flat,Hyderabad,680,7955,5990000
2,Flat,Hyderabad,1460,11379,13500000
3,House,Hyderabad,1450,9524,15000000
3,Flat,Hyderabad,980,4729,17500000
3,Flat,Hyderabad,1750,10588,18500000
3,Flat,Hyderabad,1450,17778,8500000
3,Flat,Hyderabad,1700,12500,14000000
3,Flat,Hyderabad,1700,23784,19800000
2,Flat,Hyderabad,950,13547,10000000
2,Flat,Hyderabad,805,8333,4280000
3,Flat,Hyderabad,1668,8125,18000000
3,House,Hyderabad,1650,9500,32000000
3,Flat,Hyderabad,1900,6420,25000000
3,Flat,Hyderabad,1750,12761,44000000
3,Flat,Hyderabad,1993,11272,27000000
2,Flat,Hyderabad,1150,7249,12500000
3,Flat,Hyderabad,1500,11905,13000000
3,Flat,Hyderabad,1500,25000,20400000
2,Flat,Hyderabad,1350,7890,8670000
3,Flat,Hyderabad,1416,8967,30000000
2,House,Hyderabad,3105,4203,35000000
2,Flat,Hyderabad,1214,6462,8800000
3,Villa,Hyderabad,2100,7833,25000000
3,Villa,Hyderabad,1620,11370,45000000
2,Flat,Hyderabad,1900,7342,9500000
3,Flat,Hyderabad,2000,7599,20299999
3,Flat,Hyderabad,1375,9993,6200000
2,House,Hyderabad,1300,5665,8400000
3,Flat,Hyderabad,1500,4800,15000000
3,Flat,Hyderabad,1715,3303,19500000
3,Flat,Hyderabad,2049,8649,15000000
3,Flat,Hyderabad,2277,7921,17300000
2,Flat,Hyderabad,1341,12453,13400000
2,Flat,Hyderabad,1000,7500,6600000
2,Flat,Hyderabad,1025,10435,5400000
2,Flat,Hyderabad,500,5952,1800000
3,Flat,Hyderabad,1600,10976,16000000
3,Flat,Hyderabad,1703,6115,19200000
3,Villa,Hyderabad,2600,9529,33000000
2,Flat,Hyderabad,1100,7486,9000000
3,House,Hyderabad,1260,6667,13899999
2,Flat,Hyderabad,561,7166,4500000
3,Flat,Hyderabad,2100,6333,23000000
3,Flat,Hyderabad,2400,3636,15900000
3,Flat,Hyderabad,1870,8842,17800000
3,Flat,Hyderabad,2605,9667,19500000
2,Flat,Hyderabad,1050,5837,9000000
2,Flat,Hyderabad,1256,8750,9000000
3,Flat,Hyderabad,1300,10562,9500000
2,Flat,Hyderabad,1000,6770,4000000
3,Flat,Hyderabad,1625,5500,20000000
3,Flat,Hyderabad,1500,11458,14500000
2,Flat,Hyderabad,950,4920,7150000
3,Flat,Hyderabad,1500,10407,14000000
3,Flat,Hyderabad,1800,11307,23500000
3,Flat,Hyderabad,1404,13620,11800000
3,Villa,Hyderabad,1986,5473,13300000
3,Flat,Hyderabad,2880,9064,33000000
2,Flat,Hyderabad,1150,11088,6400000
3,Flat,Hyderabad,2210,8653,23000000
3,Flat,Hyderabad,1650,9428,22500000
3,Flat,Hyderabad,2188,10662,29800000
3,Flat,Hyderabad,1450,10978,7990000
3,Flat,Hyderabad,1710,9100,15500000
3,Flat,Hyderabad,2435,9579,27000000
2,Flat,Hyderabad,1225,5413,10600000
3,Flat,Hyderabad,1860,7459,17500000
3,Flat,Hyderabad,2009,13790,30600000
2,House,Hyderabad,1362,5013,16500000
3,Flat,Hyderabad,2155,10958,19600000
3,Flat,Hyderabad,1498,9972,14300000
2,Flat,Hyderabad,1210,6000,6550000
3,Flat,Hyderabad,1487,6921,13500000
3,Villa,Hyderabad,2400,11993,35000000
3,Flat,Hyderabad,1566,5500,7850000
3,Flat,Hyderabad,1100,6200,18300000
3,Flat,Hyderabad,2100,12759,21000000
3,Villa,Hyderabad,2000,7500,15000000
3,Villa,Hyderabad,2384,4900,16500000
3,Flat,Hyderabad,2710,7499,32500000
2,Flat,Hyderabad,1006,9128,7159999
3,Flat,Hyderabad,2050,16031,12700000
3,Flat,Hyderabad,1232,8899,18500000
3,Flat,Hyderabad,2060,7066,15400000
3,Flat,Hyderabad,1450,8400,8820000
3,Flat,Hyderabad,2430,11667,18200000
3,Flat,Hyderabad,2050,6667,19900000
3,Flat,Hyderabad,2595,12192,41600000
2,Flat,Hyderabad,1100,13600,11700000
3,Villa,Hyderabad,1105,9317,9900000
3,Villa,Hyderabad,3250,11243,27300000
3,Flat,Indore,1315,2586,3400000
3,Flat,Indore,1800,4500,8100000
2,House,Indore,750,5400,4050000
2,Flat,Indore,1150,5401,7020000
3,House,Indore,2150,4419,9500000
3,Flat,Indore,1409,3481,4900000
3,Flat,Indore,1782,5556,9900000
3,House,Indore,1200,6071,8500000
2,Flat,Indore,725,5800,6700000
2,Flat,Indore,800,4600,5340000
2,Flat,Indore,882,4450,5500000
2,Flat,Indore,980,4000,3920000
2,Flat,Indore,900,10222,9200000
3,House,Indore,1750,5137,8990000
3,Flat,Indore,1380,3623,5000000
3,Flat,Indore,1055,4700,7040000
2,Flat,Indore,1170,5128,6000000
2,Flat,Indore,1296,5478,7100000
3,House,Indore,800,5750,4600000
2,Flat,Indore,1096,5018,5500000
2,Flat,Indore,1130,4336,4900000
3,House,Indore,1000,15500,15500000
2,Flat,Indore,1430,5378,11000000
3,House,Indore,2250,5946,12100000
2,Flat,Indore,850,3103,5500000
3,House,Indore,1450,4286,4500000
3,Flat,Indore,1400,6364,6000000
3,Flat,Indore,1600,6667,14000000
3,House,Indore,1350,4727,9000000
3,Flat,Indore,2750,2679,13000000
2,Flat,Indore,1045,5974,2800000
3,Flat,Indore,1061,4874,6500000
2,Flat,Indore,1190,6702,5800000
2,Flat,Indore,1134,3502,7600000
2,Flat,Indore,1285,2700,4500000
2,Flat,Indore,1000,3846,2700000
2,Flat,Indore,1300,4500,5000000
3,House,Indore,1750,4100,9000000
2,Flat,Indore,1000,3807,4100000
2,Flat,Indore,1182,4583,4500000
2,Flat,Indore,607,5913,3850000
2,House,Indore,850,5235,6800000
3,Flat,Indore,1400,4731,8900000
2,Flat,Indore,835,6696,3950000
2,Flat,Indore,1150,6014,7700000
2,Flat,Indore,582,3866,3500000
3,Flat,Indore,1552,4366,6000000
2,House,Indore,1300,3716,12000000
3,Flat,Indore,1100,7431,6200000
3,Flat,Indore,1480,11000,5500000
3,Flat,Indore,2032,12500,15100000
3,House,Indore,1500,3153,16500000
3,Villa,Indore,2100,3600,10500000
3,Flat,Indore,1015,3882,3200000
2,Villa,Indore,500,6400,4500000
3,Villa,Indore,1700,4685,6600000
2,Flat,Indore,950,5567,8000000
2,Flat,Indore,1110,6607,5200000
2,Flat,Indore,702,4937,5300000
3,House,Indore,2800,3431,18500000
2,Flat,Indore,1114,19835,5500000
3,House,Indore,660,4667,4700000
3,House,Indore,1210,11582,24000000
2,Flat,Indore,1350,5600,6300000
3,Villa,Indore,1934,5714,11200000
2,Flat,Indore,750,5100,4200000
2,Flat,Indore,1050,5800,6000000
2,Flat,Indore,1000,5227,5100000
3,Flat,Indore,1000,3733,5800000
3,Villa,Indore,1100,3371,11500000
2,Flat,Indore,700,8122,3300000
2,House,Indore,900,3750,11399999
2,Flat,Indore,1450,5294,3000000
3,Flat,Indore,1680,6477,16000000
3,House,Indore,1700,9375,6300000
3,House,Indore,1930,3966,9000000
3,Flat,Indore,1550,8762,12500000
3,Villa,Indore,2000,4875,7500000
3,Flat,Indore,1050,2600,11500000
3,House,Indore,1395,4723,9200000
3,House,Indore,725,9286,6800000
2,Flat,Indore,2350,4336,2730000
3,House,Indore,2800,6933,11100000
3,Flat,Indore,1130,8571,26000000
2,Flat,Indore,750,3814,4900000
2,House,Indore,2100,7534,5200000
3,Flat,Indore,980,4000,18000000
2,Flat,Indore,1600,4130,4500000
2,Flat,Indore,1200,4400,16500000
3,Flat,Indore,920,4446,6000000
2,House,Indore,2000,7273,3800000
3,House,Indore,1425,5417,8800000
3,Flat,Indore,1200,3949,7700000
2,Villa,Indore,1200,6345,8000000
2,House,Indore,1380,9000,6500000
3,Flat,Indore,1380,3776,6500000
3,Villa,Indore,1385,2883,9200000
3,Flat,Indore,740,5238,13500000
2,Flat,Indore,1110,5833,3700000
2,Flat,Indore,1050,3000,3200000
2,Flat,Indore,2100,5000,5500000
3,House,Indore,2600,4727,14000000
3,Flat,Indore,1700,4706,7800000
3,House,Indore,1600,3559,9000000
3,Villa,Indore,1500,4919,7800000
3,House,Indore,1180,4427,8000000
2,Flat,Indore,1000,5333,4200000
3,House,Indore,2033,5018,10000000
3,House,Indore,776,2889,9000000
2,Flat,Indore,778,5200,5600000
2,Flat,Indore,1260,5357,5500000
3,Flat,Indore,1250,5214,5200000
2,House,Indore,1050,6023,6500000
2,Flat,Indore,1400,4130,7500000
2,Flat,Indore,1710,5588,7300000
2,Flat,Indore,1050,6522,10300000
3,House,Indore,1300,4867,9500000
3,House,Indore,2300,11176,9500000
3,Villa,Indore,1130,4335,15000000
2,Flat,Indore,850,6970,5500000
3,House,Indore,1211,7158,9500000
3,Flat,Indore,1650,6118,7500000
3,Flat,Indore,920,3247,11500000
2,House,Indore,868,5522,6800000
2,Flat,Indore,1798,11667,4500000
3,House,Indore,700,4815,11000000
2,House,Indore,996,5500,2500000
2,Flat,Indore,1500,4977,5500000
3,House,Indore,1240,13200,17500000
3,Flat,Indore,1260,6132,9000000
2,Flat,Indore,850,4867,6930000
2,Flat,Indore,750,3966,5500000
3,House,Indore,700,7073,9900000
2,Flat,Indore,860,4327,6500000
2,Flat,Indore,2000,4242,5500000
3,Flat,Indore,2150,4874,11500000
3,House,Indore,650,5273,14500000
2,Flat,Indore,1400,3321,2700000
3,Flat,Indore,965,5946,7000000
2,Flat,Indore,900,6364,5800000
2,Flat,Indore,1656,4545,5800000
3,Flat,Indore,700,3501,5500000
2,Flat,Indore,1000,3571,5500000
2,Flat,Indore,950,3462,7000000
2,Flat,Indore,1351,5946,5000000
3,Flat,Indore,650,3028,4730000
2,Flat,Indore,780,11373,3000000
2,Flat,Indore,700,4581,2700000
2,Flat,Indore,1650,7500,5500000
3,Flat,Indore,600,3933,9500000
3,House,Indore,640,49153,5450000
2,Flat,Indore,2453,2880,2700000
3,House,Indore,899,5376,11100000
2,Flat,Indore,1342,2400,3500000
3,Flat,Indore,2200,6149,8300000
3,House,Indore,855,3545,16500000
2,Flat,Indore,58,10000,3500000
2,Flat,Indore,1250,10870,2900000
3,Flat,Indore,1116,3286,3600000
2,Flat,Indore,1500,2444,6000000
3,Flat,Indore,683,3024,3600000
2,Flat,Indore,1100,3571,4200000
2,Flat,Indore,820,3022,3900000
2,House,Indore,874,2473,8500000
2,House,Indore,700,3027,9500000
3,Flat,Indore,900,11979,5250000
2,House,Indore,1250,13333,2200000
2,House,Indore,750,5200,3779999
2,Flat,Indore,750,4199,2500000
2,Flat,Indore,1294,6373,2720000
2,Flat,Indore,1500,4000,3200000
3,House,Indore,700,6429,4540000
2,Flat,Indore,960,8333,2300000
3,House,Indore,750,5455,11500000
3,House,Indore,1750,3778,10000000
3,House,Indore,1672,2646,9100000
3,Flat,Indore,731,4362,7020000
2,Flat,Indore,900,3498,6500000
2,Flat,Indore,1490,5667,4000000
2,Flat,Indore,1400,7500,5960000
2,Flat,Indore,1000,5794,3500000
3,Villa,Indore,440,3415,12500000
2,House,Indore,900,5490,4800000
2,Flat,Indore,945,7947,3400000
2,Flat,Indore,1490,5667,2500000
2,Flat,Indore,909,11504,6500000
2,Flat,Indore,1200,2757,3180000
2,Flat,Indore,3600,4823,6800000
3,House,Indore,700,2273,30000000
3,House,Indore,975,8163,12000000
2,Flat,Indore,779,8000,6200000
2,Flat,Indore,1150,5705,3500000
3,Flat,Indore,1900,6944,7500000
3,House,Indore,1500,2696,15100000
3,House,Indore,2200,2792,8500000
3,House,Indore,1451,2550,13000000
2,Flat,Indore,650,4553,4000000
2,Flat,Indore,800,2065,3400000
2,Flat,Indore,850,4622,2500000
2,Flat,Indore,1500,150,3300000
3,House,Indore,865,6579,20000000
2,Flat,Indore,1250,2752,3000000
3,House,Indore,1490,2727,10000000
2,Flat,Indore,900,7045,8500000
3,Villa,Indore,1100,11000,12500000
2,Flat,Indore,600,3672,3100000
2,Flat,Indore,1000,3436,1680000
2,Flat,Indore,1164,5532,2550000
2,Flat,Indore,700,10714,5300000
2,Flat,Indore,1125,12000,1600000
3,House,Indore,1000,3536,5200000
3,House,Indore,760,2593,150000
2,House,Indore,820,4286,5000000
2,Flat,Indore,1045,4155,2290000
2,Flat,Indore,880,3435,2850000
2,House,Indore,800,9550,6200000
3,House,Indore,881,4444,8800000
2,Flat,Indore,1013,4898,3640000
2,Flat,Indore,50,5000,4300000
3,Flat,Indore,575,4434,4000000
2,House,Indore,1400,11765,6500000
2,Flat,Indore,1200,5785,15000000
2,Flat,Indore,670,4933,6000000
2,Flat,Indore,1350,7647,3200000
2,Flat,Indore,1100,3495,3500000
3,Flat,Indore,1107,16000,6000000
2,Flat,Indore,1310,2887,4600000
2,Flat,Indore,800,3103,4500000
3,Villa,Indore,900,5000,7640000
2,Flat,Indore,983,5917,4000000
3,Flat,Indore,2000,3788,6500000
3,House,Indore,1060,10000,10000000
2,Flat,Indore,918,8500,4700000
3,Villa,Indore,1478,2935,10800000
3,Flat,Indore,1500,2167,8550000
3,Villa,Indore,1600,5600,9200000
3,Flat,Indore,638,6250,13000000
2,Flat,Indore,2100,2723,2230000
3,Villa,Indore,1250,5208,16000000
2,Flat,Indore,930,10667,4300000
2,Flat,Indore,1200,19643,2800000
3,House,Indore,1300,3525,4500000
3,Flat,Indore,1000,3500,8000000
2,House,Indore,1188,2162,7100000
2,Flat,Indore,1500,9167,4500000
3,House,Indore,1000,9733,15000000
3,Villa,Indore,756,12500,8500000
2,Flat,Indore,1050,4258,3000000
2,Flat,Indore,450,6944,2600000
2,Flat,Indore,750,2667,2800000
2,House,Indore,808,3810,7500000
2,Flat,Indore,1000,2500,2200000
3,House,Indore,750,3500,10500000
3,House,Indore,840,3294,8000000
3,House,Indore,700,3198,16500000
2,Flat,Indore,850,3847,3000000
3,Flat,Indore,925,3101,3850000
2,Flat,Indore,600,3027,2000000
3,House,Indore,1634,5294,5500000
3,Flat,Indore,750,2638,6000000
3,Villa,Indore,1200,9474,7300000
2,Flat,Indore,650,4498,5500000
2,Villa,Indore,850,4260,12500000
2,Flat,Indore,840,3353,2200000
2,Flat,Indore,1000,2762,3200000
2,House,Indore,3200,2764,2500000
3,Flat,Indore,850,4769,11200000
2,Flat,Indore,860,4500,2800000
2,Flat,Indore,871,2471,2750000
2,Flat,Indore,1080,2965,3350000
